RPM    CT       CP
2499   0.0872   0.0393
2800   0.0904   0.0394
3119   0.0915   0.0392
3384   0.0916   0.0386
3679   0.0924   0.0383
3972   0.0933   0.0383
4271   0.0939   0.0383
4569   0.0949   0.0385
4830   0.0955   0.0384
5157   0.0962   0.0386
5450   0.0966   0.0386
5731   0.0969   0.0386
6043   0.0973   0.0387
6335   0.0977   0.0388
6641   0.0981   0.0389
6922   0.0988   0.0392
