J       CT       CP       eta
0.085   0.0744   0.0306   0.207
0.111   0.0715   0.0306   0.259
0.129   0.0695   0.0306   0.293
0.153   0.0667   0.0305   0.335
0.178   0.0637   0.0305   0.372
0.204   0.0602   0.0301   0.407
0.227   0.0573   0.0299   0.434
0.251   0.0534   0.0295   0.455
0.272   0.0503   0.0290   0.472
0.297   0.0465   0.0284   0.486
0.320   0.0422   0.0275   0.491
0.345   0.0378   0.0264   0.494
0.369   0.0329   0.0251   0.482
0.390   0.0285   0.0238   0.467
0.411   0.0237   0.0223   0.438
0.435   0.0180   0.0203   0.386
0.460   0.0131   0.0188   0.320
