RPM    CT       CP
2487   0.0632   0.0405
2835   0.0646   0.0403
3109   0.0652   0.0400
3411   0.0662   0.0399
3685   0.0672   0.0400
3975   0.0679   0.0398
4263   0.0695   0.0399
4569   0.0705   0.0397
4885   0.0724   0.0397
5141   0.0736   0.0399
5442   0.0750   0.0399
5746   0.0770   0.0400
6045   0.0787   0.0400
6352   0.0795   0.0399
6629   0.0802   0.0398
6913   0.0809   0.0398
