J       CT       CP       eta
0.119   0.0818   0.0369   0.263
0.150   0.0766   0.0359   0.321
0.186   0.0723   0.0356   0.378
0.219   0.0672   0.0349   0.421
0.253   0.0613   0.0340   0.456
0.286   0.0555   0.0331   0.479
0.318   0.0495   0.0320   0.492
0.353   0.0422   0.0306   0.488
0.387   0.0348   0.0292   0.461
0.415   0.0285   0.0281   0.421
0.452   0.0184   0.0262   0.318
0.479   0.0113   0.0247   0.220
0.517   0.0016   0.0226   0.036
0.553   -0.0087   0.0201   -0.239
0.585   -0.0191   0.0178   -0.628
0.607   -0.0255   0.0163   -0.949
0.650   -0.0383   0.0133   -1.862
