J       CT       CP       eta
0.249   0.0917   0.0556   0.410
0.287   0.0900   0.0553   0.467
0.331   0.0872   0.0551   0.524
0.374   0.0842   0.0551   0.571
0.414   0.0809   0.0553   0.606
0.452   0.0774   0.0556   0.630
0.499   0.0709   0.0549   0.643
0.536   0.0639   0.0534   0.642
0.584   0.0528   0.0492   0.627
0.625   0.0422   0.0439   0.601
0.654   0.0362   0.0408   0.580
0.703   0.0273   0.0359   0.534
0.741   0.0200   0.0314   0.471
0.783   0.0124   0.0270   0.360
0.825   0.0055   0.0231   0.197
