J       CT       CP       eta
0.167   0.1099   0.0668   0.276
0.212   0.1083   0.0678   0.339
0.251   0.1070   0.0688   0.391
0.299   0.1012   0.0689   0.440
0.345   0.0972   0.0697   0.481
0.392   0.0919   0.0701   0.513
0.439   0.0864   0.0702   0.540
0.481   0.0807   0.0701   0.554
0.522   0.0726   0.0678   0.558
0.562   0.0652   0.0656   0.559
0.613   0.0537   0.0613   0.537
0.647   0.0465   0.0578   0.521
0.702   0.0334   0.0514   0.457
0.749   0.0233   0.0456   0.382
0.792   0.0125   0.0393   0.251
0.839   -0.0000   0.0315   -0.001
0.879   -0.0112   0.0241   -0.407
