RPM    CT       CP
1973   0.0945   0.0584
2275   0.0954   0.0582
2557   0.0959   0.0577
2829   0.0970   0.0576
3115   0.0973   0.0571
3380   0.0988   0.0575
3642   0.0994   0.0574
3929   0.0995   0.0573
4205   0.1003   0.0577
4468   0.1007   0.0577
4730   0.1010   0.0578
5027   0.1015   0.0581
5284   0.1054   0.0561
5559   0.1061   0.0563
5825   0.1062   0.0562
6122   0.1066   0.0564
