J       CT       CP       eta
0.092   0.0983   0.0431   0.209
0.121   0.0959   0.0435   0.267
0.144   0.0938   0.0436   0.309
0.165   0.0917   0.0439   0.346
0.192   0.0889   0.0440   0.387
0.214   0.0862   0.0440   0.419
0.239   0.0832   0.0440   0.451
0.260   0.0803   0.0440   0.475
0.287   0.0769   0.0439   0.502
0.311   0.0735   0.0437   0.522
0.330   0.0706   0.0435   0.536
0.354   0.0669   0.0430   0.551
0.381   0.0622   0.0422   0.561
0.405   0.0578   0.0412   0.568
0.427   0.0538   0.0402   0.572
0.450   0.0493   0.0389   0.570
0.472   0.0449   0.0375   0.565
