RPM    CT       CP
2680   0.1076   0.0494
2973   0.1105   0.0502
3199   0.1121   0.0504
3507   0.1136   0.0508
3793   0.1139   0.0508
4071   0.1147   0.0506
4364   0.1151   0.0504
4606   0.1160   0.0504
4900   0.1169   0.0505
5175   0.1173   0.0504
5444   0.1172   0.0500
5719   0.1176   0.0499
6031   0.1170   0.0495
6268   0.1169   0.0493
6548   0.1169   0.0490
6827   0.1164   0.0486
