J       CT       CP       eta
0.087   0.0934   0.0390   0.208
0.108   0.0919   0.0392   0.254
0.128   0.0903   0.0394   0.295
0.149   0.0886   0.0396   0.334
0.173   0.0865   0.0399   0.376
0.195   0.0844   0.0401   0.411
0.216   0.0822   0.0403   0.442
0.238   0.0797   0.0404   0.469
0.259   0.0770   0.0404   0.492
0.280   0.0736   0.0402   0.513
0.301   0.0697   0.0396   0.530
0.321   0.0652   0.0386   0.542
0.342   0.0602   0.0373   0.552
0.368   0.0531   0.0351   0.556
0.388   0.0481   0.0334   0.559
0.406   0.0440   0.0321   0.558
0.435   0.0371   0.0296   0.546
