RPM    CT       CP
1670   0.0915   0.0525
1993   0.0987   0.0504
2302   0.1027   0.0503
2569   0.1043   0.0495
2867   0.1071   0.0494
3138   0.1076   0.0489
3441   0.1083   0.0492
3721   0.1083   0.0483
4012   0.1086   0.0479
4296   0.1088   0.0476
4576   0.1085   0.0474
4877   0.1088   0.0474
5139   0.1084   0.0471
5441   0.1084   0.0469
5732   0.1084   0.0470
6005   0.1085   0.0470
