J       CT       CP       eta
0.118   0.1036   0.0997   0.123
0.151   0.1019   0.0992   0.155
0.185   0.0996   0.0981   0.188
0.215   0.0973   0.0965   0.216
0.248   0.0946   0.0949   0.248
0.283   0.0918   0.0932   0.279
0.315   0.0893   0.0914   0.308
0.351   0.0859   0.0889   0.340
0.382   0.0839   0.0873   0.367
0.412   0.0816   0.0857   0.393
0.448   0.0783   0.0842   0.417
0.480   0.0755   0.0831   0.436
0.505   0.0732   0.0824   0.449
0.542   0.0687   0.0812   0.459
0.571   0.0659   0.0809   0.465
0.602   0.0616   0.0796   0.467
0.644   0.0554   0.0777   0.459
