J       CT       CP       eta
0.404   0.0793   0.0572   0.559
0.433   0.0751   0.0569   0.572
0.456   0.0712   0.0563   0.577
0.478   0.0667   0.0552   0.577
0.504   0.0612   0.0537   0.575
0.526   0.0560   0.0520   0.567
0.551   0.0499   0.0497   0.554
0.569   0.0453   0.0477   0.540
0.598   0.0377   0.0444   0.509
0.627   0.0306   0.0410   0.468
0.646   0.0260   0.0388   0.433
0.675   0.0189   0.0352   0.361
0.700   0.0123   0.0317   0.271
0.718   0.0083   0.0297   0.202
0.747   0.0012   0.0258   0.035
0.773   -0.0050   0.0223   -0.174
0.797   -0.0110   0.0189   -0.462
0.823   -0.0175   0.0150   -0.956
