RPM    CT       CP
1971   0.1179   0.0622
2285   0.1229   0.0613
2575   0.1245   0.0606
2866   0.1242   0.0596
3165   0.1230   0.0591
3463   0.1232   0.0588
3732   0.1214   0.0577
4028   0.1211   0.0575
4300   0.1202   0.0571
4582   0.1200   0.0570
4897   0.1197   0.0569
5189   0.1199   0.0570
5477   0.1194   0.0567
5727   0.1194   0.0568
6034   0.1196   0.0568
6332   0.1194   0.0567
