RPM    CT       CP
2484   0.0917   0.0736
2780   0.0900   0.0685
3091   0.0904   0.0689
3365   0.0947   0.0700
3661   0.0939   0.0681
3929   0.0954   0.0673
4176   0.0964   0.0687
4529   0.0985   0.0686
4798   0.0989   0.0678
5076   0.1020   0.0695
5428   0.1012   0.0666
5659   0.1022   0.0675
5961   0.1020   0.0655
6242   0.1047   0.0644
6529   0.1082   0.0645
6804   0.1103   0.0638
