J       CT       CP       eta
0.137   0.0778   0.0509   0.210
0.172   0.0749   0.0506   0.255
0.209   0.0706   0.0500   0.295
0.246   0.0665   0.0496   0.330
0.289   0.0610   0.0485   0.362
0.323   0.0562   0.0478   0.380
0.362   0.0500   0.0461   0.392
0.397   0.0444   0.0444   0.396
0.437   0.0376   0.0422   0.390
0.470   0.0320   0.0403   0.374
0.509   0.0247   0.0375   0.335
0.540   0.0191   0.0350   0.294
0.579   0.0118   0.0318   0.214
0.618   0.0039   0.0281   0.085
0.655   -0.0037   0.0245   -0.098
0.679   -0.0085   0.0221   -0.263
0.726   -0.0187   0.0178   -0.763
