J       CT       CP       eta
0.144   0.1007   0.0521   0.278
0.178   0.0981   0.0520   0.336
0.217   0.0950   0.0521   0.395
0.255   0.0916   0.0523   0.447
0.290   0.0879   0.0524   0.487
0.327   0.0837   0.0525   0.521
0.363   0.0784   0.0522   0.545
0.395   0.0719   0.0509   0.558
0.433   0.0630   0.0484   0.564
0.466   0.0558   0.0462   0.563
0.504   0.0455   0.0420   0.546
0.541   0.0374   0.0385   0.526
0.576   0.0304   0.0354   0.494
0.614   0.0231   0.0322   0.441
0.648   0.0164   0.0291   0.364
0.686   0.0089   0.0257   0.237
0.721   0.0012   0.0219   0.040
