RPM    CT       CP
3014   0.0812   0.0529
3260   0.0818   0.0522
3528   0.0821   0.0513
3811   0.0831   0.0515
4060   0.0846   0.0516
4343   0.0857   0.0513
4574   0.0862   0.0509
4863   0.0868   0.0508
5154   0.0879   0.0506
5405   0.0885   0.0505
5668   0.0894   0.0502
5941   0.0905   0.0498
6203   0.0914   0.0496
6464   0.0926   0.0492
6740   0.0937   0.0491
7016   0.0951   0.0490
