J       CT       CP       eta
0.146   0.1012   0.0536   0.275
0.182   0.0980   0.0543   0.328
0.216   0.0939   0.0548   0.371
0.252   0.0876   0.0547   0.405
0.294   0.0811   0.0545   0.437
0.330   0.0755   0.0537   0.463
0.363   0.0693   0.0526   0.479
0.395   0.0619   0.0510   0.479
0.430   0.0553   0.0496   0.480
0.469   0.0467   0.0467   0.469
0.507   0.0387   0.0435   0.451
0.545   0.0306   0.0402   0.416
0.577   0.0245   0.0376   0.376
0.615   0.0167   0.0339   0.303
0.648   0.0100   0.0306   0.212
0.684   0.0018   0.0265   0.046
0.721   -0.0061   0.0227   -0.192
