J       CT       CP       eta
0.172   0.1143   0.1091   0.180
0.214   0.1118   0.1069   0.224
0.263   0.1077   0.1036   0.274
0.313   0.1052   0.1020   0.323
0.354   0.1024   0.1001   0.362
0.407   0.1003   0.0982   0.416
0.451   0.0984   0.0978   0.453
0.497   0.0941   0.0965   0.484
0.539   0.0884   0.0959   0.497
0.582   0.0823   0.0951   0.503
0.627   0.0760   0.0945   0.504
0.683   0.0654   0.0927   0.481
0.720   0.0556   0.0891   0.449
0.771   0.0390   0.0809   0.372
0.811   0.0266   0.0734   0.294
0.864   0.0131   0.0658   0.172
0.896   0.0054   0.0616   0.079
