J       CT       CP       eta
0.388   0.0394   0.0282   0.542
0.411   0.0349   0.0268   0.536
0.432   0.0307   0.0255   0.521
0.456   0.0252   0.0235   0.489
0.482   0.0195   0.0213   0.441
0.503   0.0149   0.0195   0.384
0.529   0.0093   0.0172   0.285
0.549   0.0049   0.0155   0.174
0.570   0.0004   0.0136   0.017
0.597   -0.0056   0.0110   -0.307
0.618   -0.0103   0.0090   -0.709
0.643   -0.0160   0.0063   -1.635
0.661   -0.0203   0.0043   -3.132
