J       CT       CP       eta
0.094   0.1322   0.0982   0.126
0.127   0.1306   0.0974   0.170
0.153   0.1294   0.0971   0.204
0.180   0.1280   0.0966   0.239
0.207   0.1263   0.0960   0.272
0.235   0.1244   0.0953   0.307
0.266   0.1227   0.0947   0.345
0.294   0.1225   0.0932   0.386
0.320   0.1206   0.0931   0.415
0.349   0.1182   0.0932   0.442
0.376   0.1152   0.0930   0.466
0.403   0.1124   0.0930   0.487
0.431   0.1091   0.0928   0.507
0.455   0.1064   0.0928   0.522
0.481   0.1030   0.0925   0.535
0.513   0.0991   0.0925   0.550
0.538   0.0961   0.0923   0.560
