RPM    CT       CP
2066   0.0970   0.0522
2391   0.1020   0.0514
2662   0.1045   0.0502
2920   0.1064   0.0502
3202   0.1073   0.0500
3471   0.1077   0.0492
3744   0.1081   0.0486
4029   0.1092   0.0487
4296   0.1091   0.0482
4586   0.1094   0.0480
4848   0.1096   0.0479
5117   0.1096   0.0477
5403   0.1100   0.0478
5666   0.1100   0.0476
5940   0.1105   0.0478
6191   0.1105   0.0478
