J       CT       CP       eta
0.120   0.1633   0.1089   0.180
0.152   0.1608   0.1080   0.226
0.182   0.1571   0.1064   0.269
0.213   0.1535   0.1052   0.310
0.251   0.1491   0.1042   0.359
0.281   0.1458   0.1038   0.395
0.315   0.1415   0.1033   0.431
0.346   0.1372   0.1027   0.462
0.379   0.1325   0.1022   0.492
0.409   0.1273   0.1013   0.514
0.442   0.1215   0.1004   0.536
0.478   0.1134   0.0977   0.555
0.506   0.1068   0.0955   0.565
0.536   0.0995   0.0931   0.573
0.572   0.0893   0.0888   0.575
0.600   0.0825   0.0861   0.575
0.642   0.0721   0.0815   0.568
