RPM    CT       CP
2763   0.1110   0.0481
3062   0.1124   0.0482
3310   0.1124   0.0481
3622   0.1130   0.0480
3874   0.1131   0.0480
4153   0.1136   0.0480
4422   0.1142   0.0481
4687   0.1148   0.0482
4942   0.1147   0.0481
5226   0.1156   0.0484
5473   0.1160   0.0484
5736   0.1161   0.0484
6026   0.1163   0.0484
6285   0.1163   0.0483
6554   0.1166   0.0483
6768   0.1170   0.0483
