RPM    CT       CP
2265   0.0960   0.0522
2627   0.0990   0.0517
2883   0.1005   0.0515
3172   0.1042   0.0512
3453   0.1063   0.0506
3740   0.1081   0.0507
4019   0.1087   0.0507
4327   0.1086   0.0504
4610   0.1087   0.0502
4881   0.1090   0.0502
5188   0.1085   0.0499
5498   0.1083   0.0497
5744   0.1086   0.0497
6052   0.1083   0.0495
6332   0.1083   0.0494
6586   0.1083   0.0494
