RPM    CT       CP
1980   0.1125   0.0597
2211   0.1188   0.0617
2609   0.1157   0.0582
2879   0.1199   0.0597
3160   0.1241   0.0608
3466   0.1228   0.0601
3764   0.1237   0.0600
4074   0.1219   0.0586
4349   0.1260   0.0600
4655   0.1255   0.0597
4922   0.1259   0.0596
5237   0.1247   0.0590
5516   0.1246   0.0584
5815   0.1235   0.0581
6084   0.1244   0.0581
6392   0.1243   0.0580
