J       CT       CP       eta
0.177   0.0959   0.0578   0.294
0.221   0.0910   0.0573   0.350
0.262   0.0852   0.0568   0.392
0.304   0.0794   0.0560   0.430
0.348   0.0734   0.0546   0.469
0.400   0.0645   0.0520   0.496
0.437   0.0585   0.0502   0.510
0.486   0.0498   0.0471   0.515
0.518   0.0442   0.0447   0.513
0.575   0.0328   0.0395   0.478
0.603   0.0278   0.0370   0.453
0.666   0.0153   0.0306   0.334
0.690   0.0107   0.0281   0.263
0.746   -0.0011   0.0218   -0.037
0.789   -0.0105   0.0167   -0.498
0.831   -0.0195   0.0115   -1.411
