J       CT       CP       eta
0.116   0.0860   0.0367   0.271
0.146   0.0835   0.0371   0.328
0.172   0.0807   0.0375   0.371
0.204   0.0765   0.0376   0.415
0.233   0.0718   0.0372   0.450
0.261   0.0666   0.0364   0.479
0.288   0.0613   0.0352   0.502
0.317   0.0551   0.0336   0.520
0.343   0.0497   0.0320   0.531
0.375   0.0431   0.0301   0.536
0.410   0.0357   0.0278   0.527
0.432   0.0312   0.0263   0.512
0.467   0.0241   0.0240   0.469
0.494   0.0184   0.0220   0.412
0.521   0.0128   0.0201   0.332
0.549   0.0067   0.0178   0.207
0.577   0.0007   0.0156   0.026
