J       CT       CP       eta
0.408   0.0775   0.0586   0.540
0.435   0.0737   0.0580   0.553
0.459   0.0700   0.0573   0.561
0.482   0.0667   0.0567   0.567
0.501   0.0634   0.0559   0.569
0.525   0.0595   0.0549   0.569
0.553   0.0546   0.0535   0.564
0.576   0.0503   0.0520   0.558
0.598   0.0464   0.0507   0.548
0.625   0.0415   0.0488   0.532
0.647   0.0375   0.0472   0.514
0.676   0.0317   0.0446   0.480
0.693   0.0277   0.0427   0.450
0.715   0.0234   0.0406   0.412
0.750   0.0159   0.0367   0.325
0.770   0.0114   0.0343   0.256
0.792   0.0066   0.0316   0.166
0.813   0.0017   0.0288   0.047
0.837   -0.0041   0.0255   -0.134
0.869   -0.0127   0.0207   -0.533
0.892   -0.0186   0.0170   -0.977
0.917   -0.0248   0.0129   -1.761
0.942   -0.0310   0.0089   -3.288
