J       CT       CP       eta
0.376   0.0528   0.0435   0.457
0.400   0.0491   0.0427   0.460
0.420   0.0455   0.0417   0.458
0.441   0.0417   0.0407   0.452
0.462   0.0381   0.0398   0.443
0.487   0.0336   0.0386   0.424
0.508   0.0300   0.0374   0.408
0.529   0.0261   0.0362   0.381
0.554   0.0207   0.0344   0.333
0.572   0.0165   0.0329   0.287
0.598   0.0106   0.0309   0.204
0.621   0.0050   0.0291   0.107
0.647   -0.0017   0.0267   -0.042
0.667   -0.0064   0.0252   -0.170
0.688   -0.0112   0.0236   -0.326
0.713   -0.0174   0.0213   -0.582
0.733   -0.0214   0.0199   -0.788
0.752   -0.0255   0.0185   -1.036
0.781   -0.0320   0.0164   -1.522
0.797   -0.0356   0.0151   -1.877
0.825   -0.0421   0.0130   -2.671
0.840   -0.0456   0.0119   -3.221
0.863   -0.0509   0.0102   -4.302
0.891   -0.0573   0.0082   -6.215
