J       CT       CP       eta
0.138   0.1013   0.1186   0.118
0.171   0.1001   0.1181   0.145
0.210   0.0985   0.1171   0.176
0.246   0.0965   0.1156   0.205
0.282   0.0939   0.1141   0.232
0.318   0.0921   0.1135   0.258
0.359   0.0890   0.1117   0.286
0.393   0.0862   0.1102   0.308
0.434   0.0833   0.1085   0.333
0.469   0.0810   0.1069   0.355
0.503   0.0796   0.1056   0.379
0.538   0.0768   0.1045   0.395
0.579   0.0727   0.1042   0.404
0.616   0.0686   0.1040   0.406
0.651   0.0641   0.1035   0.403
0.682   0.0599   0.1026   0.398
0.723   0.0536   0.1014   0.383
