J       CT       CP       eta
0.181   0.1057   0.1030   0.186
0.228   0.1019   0.1004   0.232
0.276   0.0980   0.0985   0.275
0.323   0.0938   0.0957   0.317
0.379   0.0885   0.0932   0.360
0.429   0.0838   0.0914   0.394
0.473   0.0792   0.0894   0.419
0.532   0.0712   0.0862   0.440
0.575   0.0658   0.0839   0.451
0.629   0.0566   0.0791   0.450
0.667   0.0508   0.0768   0.441
0.725   0.0404   0.0719   0.407
0.761   0.0338   0.0683   0.377
0.817   0.0230   0.0623   0.302
0.867   0.0124   0.0555   0.194
0.918   0.0021   0.0489   0.039
0.966   -0.0088   0.0417   -0.204
