J       CT       CP       eta
0.434   0.0396   0.0359   0.479
0.461   0.0333   0.0343   0.448
0.490   0.0263   0.0326   0.396
0.513   0.0202   0.0311   0.334
0.545   0.0114   0.0289   0.216
0.569   0.0042   0.0270   0.089
0.592   -0.0027   0.0251   -0.064
0.622   -0.0110   0.0228   -0.301
0.646   -0.0181   0.0210   -0.558
0.671   -0.0253   0.0190   -0.893
0.700   -0.0353   0.0165   -1.499
0.723   -0.0427   0.0145   -2.124
0.752   -0.0527   0.0121   -3.273
0.774   -0.0599   0.0102   -4.543
0.798   -0.0691   0.0082   -6.734
