RPM    CT       CP
2726   0.0873   0.0472
2990   0.0882   0.0467
3270   0.0893   0.0464
3564   0.0901   0.0460
3829   0.0907   0.0456
4103   0.0919   0.0456
4382   0.0924   0.0452
4671   0.0931   0.0449
4930   0.0941   0.0447
5228   0.0948   0.0440
5515   0.0961   0.0437
5788   0.0965   0.0435
6104   0.0966   0.0430
6344   0.0973   0.0428
6629   0.0983   0.0426
6918   0.0989   0.0420
