J       CT       CP       eta
0.160   0.0755   0.0386   0.313
0.196   0.0688   0.0375   0.360
0.235   0.0610   0.0356   0.403
0.278   0.0526   0.0333   0.439
0.315   0.0466   0.0316   0.464
0.369   0.0375   0.0292   0.475
0.398   0.0328   0.0277   0.472
0.443   0.0249   0.0251   0.440
0.487   0.0162   0.0218   0.362
0.527   0.0084   0.0189   0.235
0.565   0.0004   0.0156   0.016
0.603   -0.0080   0.0121   -0.396
0.655   -0.0195   0.0075   -1.705
