J       CT       CP       eta
0.204   0.1114   0.0745   0.305
0.255   0.1091   0.0740   0.376
0.310   0.1037   0.0735   0.438
0.370   0.0970   0.0730   0.491
0.421   0.0897   0.0729   0.518
0.473   0.0796   0.0715   0.526
0.533   0.0626   0.0648   0.514
0.593   0.0477   0.0578   0.490
0.650   0.0358   0.0524   0.444
0.691   0.0272   0.0484   0.388
0.746   0.0142   0.0421   0.251
0.818   -0.0000   0.0352   -0.000
0.853   -0.0086   0.0307   -0.240
0.918   -0.0250   0.0218   -1.053
0.965   -0.0370   0.0145   -2.472
