J       CT       CP       eta
0.085   0.0811   0.0329   0.210
0.111   0.0786   0.0332   0.263
0.128   0.0768   0.0333   0.295
0.150   0.0745   0.0334   0.335
0.171   0.0718   0.0333   0.369
0.194   0.0691   0.0334   0.401
0.216   0.0659   0.0332   0.428
0.238   0.0625   0.0328   0.454
0.260   0.0587   0.0323   0.471
0.278   0.0557   0.0319   0.486
0.301   0.0519   0.0312   0.500
0.325   0.0478   0.0303   0.513
0.345   0.0447   0.0296   0.521
0.365   0.0409   0.0286   0.522
0.385   0.0375   0.0277   0.521
0.408   0.0333   0.0265   0.514
0.431   0.0289   0.0251   0.497
