J       CT       CP       eta
0.369   0.0555   0.0419   0.488
0.395   0.0510   0.0406   0.497
0.417   0.0479   0.0397   0.502
0.436   0.0445   0.0386   0.504
0.457   0.0414   0.0375   0.503
0.487   0.0361   0.0356   0.493
0.503   0.0336   0.0348   0.486
0.528   0.0292   0.0330   0.467
0.552   0.0245   0.0311   0.436
0.572   0.0209   0.0296   0.405
0.591   0.0172   0.0280   0.364
0.617   0.0121   0.0257   0.290
0.636   0.0084   0.0240   0.222
0.662   0.0022   0.0211   0.070
0.679   -0.0013   0.0194   -0.046
0.705   -0.0069   0.0166   -0.294
0.726   -0.0117   0.0142   -0.599
0.751   -0.0172   0.0116   -1.112
0.765   -0.0202   0.0103   -1.508
0.794   -0.0266   0.0073   -2.880
