J       CT       CP       eta
0.113   0.1210   0.0660   0.208
0.141   0.1196   0.0668   0.253
0.169   0.1173   0.0674   0.295
0.202   0.1186   0.0679   0.352
0.230   0.1150   0.0682   0.388
0.260   0.1090   0.0681   0.416
0.287   0.1072   0.0685   0.449
0.315   0.1025   0.0685   0.472
0.345   0.0986   0.0683   0.498
0.371   0.0931   0.0675   0.512
0.400   0.0886   0.0669   0.530
0.428   0.0835   0.0662   0.540
0.455   0.0785   0.0653   0.547
0.482   0.0724   0.0640   0.545
0.510   0.0685   0.0632   0.552
0.537   0.0646   0.0623   0.557
0.571   0.0597   0.0612   0.557
