J       CT       CP       eta
0.087   0.0949   0.0402   0.206
0.110   0.0930   0.0406   0.252
0.133   0.0908   0.0409   0.296
0.154   0.0887   0.0411   0.333
0.174   0.0868   0.0413   0.366
0.197   0.0842   0.0413   0.401
0.220   0.0814   0.0413   0.434
0.242   0.0789   0.0413   0.461
0.265   0.0760   0.0412   0.489
0.286   0.0733   0.0410   0.512
0.309   0.0700   0.0406   0.532
0.327   0.0674   0.0403   0.547
0.350   0.0637   0.0397   0.562
0.371   0.0598   0.0389   0.571
0.392   0.0565   0.0382   0.579
0.415   0.0522   0.0373   0.581
0.436   0.0485   0.0364   0.580
