J       CT       CP       eta
0.171   0.0936   0.0824   0.194
0.217   0.0899   0.0796   0.245
0.265   0.0881   0.0781   0.298
0.308   0.0855   0.0766   0.344
0.354   0.0831   0.0760   0.387
0.401   0.0789   0.0747   0.424
0.454   0.0739   0.0747   0.449
0.498   0.0682   0.0737   0.460
0.539   0.0621   0.0722   0.464
0.590   0.0523   0.0685   0.450
0.630   0.0438   0.0653   0.423
0.680   0.0328   0.0604   0.370
0.717   0.0250   0.0570   0.314
0.763   0.0134   0.0511   0.200
0.810   0.0026   0.0452   0.046
0.857   -0.0088   0.0390   -0.194
0.901   -0.0187   0.0338   -0.499
