J       CT       CP       eta
0.487   0.0806   0.0662   0.593
0.514   0.0752   0.0650   0.594
0.553   0.0676   0.0633   0.591
0.574   0.0627   0.0616   0.584
0.604   0.0558   0.0591   0.571
0.639   0.0459   0.0546   0.538
0.661   0.0401   0.0517   0.513
0.697   0.0309   0.0469   0.459
0.726   0.0236   0.0430   0.399
0.754   0.0165   0.0389   0.321
0.783   0.0096   0.0348   0.217
0.813   0.0021   0.0304   0.056
0.840   -0.0047   0.0265   -0.147
0.871   -0.0122   0.0220   -0.483
0.900   -0.0193   0.0174   -0.997
0.928   -0.0263   0.0127   -1.915
