J       CT       CP       eta
0.177   0.1284   0.0700   0.325
0.217   0.1215   0.0688   0.383
0.261   0.1134   0.0671   0.441
0.305   0.1054   0.0653   0.492
0.352   0.0970   0.0634   0.539
0.393   0.0894   0.0615   0.571
0.442   0.0799   0.0590   0.599
0.479   0.0731   0.0571   0.613
0.524   0.0633   0.0537   0.618
0.562   0.0556   0.0512   0.611
0.614   0.0435   0.0467   0.573
0.652   0.0343   0.0432   0.519
0.702   0.0203   0.0374   0.381
0.742   0.0087   0.0326   0.197
0.787   -0.0057   0.0264   -0.171
0.832   -0.0202   0.0200   -0.841
0.878   -0.0356   0.0132   -2.367
