J       CT       CP       eta
0.096   0.1330   0.0809   0.158
0.124   0.1319   0.0811   0.201
0.150   0.1301   0.0808   0.241
0.172   0.1290   0.0811   0.274
0.193   0.1276   0.0809   0.305
0.220   0.1262   0.0810   0.342
0.245   0.1241   0.0808   0.376
0.271   0.1224   0.0811   0.409
0.294   0.1207   0.0813   0.437
0.320   0.1178   0.0809   0.465
0.343   0.1157   0.0811   0.490
0.368   0.1127   0.0808   0.514
0.387   0.1106   0.0808   0.530
0.413   0.1078   0.0807   0.551
0.437   0.1051   0.0809   0.569
0.461   0.1019   0.0806   0.582
0.484   0.0984   0.0803   0.593
