J       CT       CP       eta
0.152   0.0947   0.0784   0.183
0.191   0.0924   0.0774   0.228
0.233   0.0900   0.0760   0.276
0.269   0.0873   0.0742   0.316
0.315   0.0837   0.0728   0.363
0.352   0.0819   0.0723   0.398
0.398   0.0786   0.0717   0.436
0.440   0.0742   0.0709   0.460
0.479   0.0696   0.0704   0.473
0.517   0.0637   0.0691   0.476
0.566   0.0544   0.0662   0.465
0.599   0.0479   0.0639   0.450
0.644   0.0384   0.0598   0.413
0.671   0.0326   0.0574   0.382
0.725   0.0208   0.0516   0.293
0.752   0.0149   0.0483   0.232
0.805   0.0029   0.0420   0.056
