J       CT       CP       eta
0.084   0.1198   0.0564   0.178
0.110   0.1181   0.0572   0.228
0.141   0.1159   0.0583   0.280
0.164   0.1139   0.0590   0.317
0.186   0.1112   0.0593   0.349
0.212   0.1074   0.0595   0.383
0.238   0.1027   0.0592   0.413
0.263   0.0978   0.0587   0.438
0.290   0.0919   0.0576   0.462
0.315   0.0866   0.0566   0.482
0.340   0.0818   0.0556   0.500
0.365   0.0759   0.0539   0.514
0.394   0.0692   0.0520   0.524
0.418   0.0645   0.0506   0.533
0.444   0.0590   0.0488   0.537
0.467   0.0546   0.0474   0.538
0.495   0.0483   0.0450   0.531
