J       CT       CP       eta
0.114   0.1431   0.0757   0.216
0.147   0.1405   0.0763   0.271
0.173   0.1372   0.0760   0.313
0.202   0.1329   0.0757   0.355
0.230   0.1279   0.0749   0.393
0.261   0.1236   0.0744   0.434
0.291   0.1182   0.0734   0.468
0.318   0.1117   0.0715   0.496
0.342   0.1074   0.0706   0.520
0.370   0.1018   0.0691   0.545
0.398   0.0956   0.0672   0.565
0.430   0.0881   0.0648   0.585
0.456   0.0824   0.0629   0.597
0.483   0.0774   0.0616   0.607
0.517   0.0704   0.0594   0.613
0.543   0.0650   0.0577   0.612
0.579   0.0568   0.0546   0.602
