J       CT       CP       eta
0.556   0.0681   0.0643   0.588
0.586   0.0627   0.0628   0.585
0.622   0.0569   0.0610   0.580
0.655   0.0508   0.0586   0.568
0.687   0.0448   0.0560   0.549
0.721   0.0381   0.0529   0.518
0.752   0.0310   0.0491   0.474
0.786   0.0234   0.0450   0.409
0.818   0.0164   0.0411   0.326
0.858   0.0068   0.0352   0.167
0.889   -0.0011   0.0301   -0.032
0.923   -0.0092   0.0248   -0.341
0.957   -0.0176   0.0193   -0.874
0.991   -0.0256   0.0139   -1.827
1.023   -0.0340   0.0082   -4.245
