RPM    CT       CP
2209   0.1175   0.0521
2432   0.1197   0.0527
2743   0.1212   0.0532
3023   0.1237   0.0538
3302   0.1253   0.0543
3578   0.1264   0.0544
3862   0.1278   0.0548
4122   0.1289   0.0552
4395   0.1302   0.0556
4668   0.1306   0.0558
4965   0.1320   0.0563
5243   0.1329   0.0567
5492   0.1338   0.0571
5763   0.1332   0.0570
6044   0.1346   0.0576
6298   0.1348   0.0577
