J       CT       CP       eta
0.095   0.1091   0.0527   0.197
0.123   0.1071   0.0531   0.247
0.146   0.1057   0.0535   0.289
0.169   0.1034   0.0536   0.326
0.192   0.1012   0.0538   0.361
0.218   0.0985   0.0540   0.398
0.242   0.0963   0.0541   0.430
0.264   0.0938   0.0539   0.459
0.287   0.0896   0.0535   0.481
0.311   0.0877   0.0539   0.506
0.335   0.0844   0.0539   0.524
0.359   0.0807   0.0536   0.540
0.382   0.0770   0.0535   0.550
0.405   0.0729   0.0528   0.559
0.429   0.0670   0.0511   0.563
0.450   0.0608   0.0489   0.559
0.479   0.0526   0.0459   0.548
