RPM    CT       CP
2484   0.0598   0.0262
2767   0.0610   0.0256
3008   0.0627   0.0257
3266   0.0640   0.0255
3516   0.0650   0.0253
3787   0.0661   0.0252
4024   0.0670   0.0250
4274   0.0677   0.0248
4534   0.0681   0.0247
4799   0.0688   0.0246
5036   0.0692   0.0245
5293   0.0694   0.0244
5559   0.0698   0.0244
5807   0.0696   0.0241
6067   0.0705   0.0241
6312   0.0708   0.0241
