J       CT       CP       eta
0.118   0.1146   0.0589   0.229
0.155   0.1122   0.0599   0.290
0.183   0.1097   0.0604   0.332
0.215   0.1062   0.0608   0.376
0.247   0.1026   0.0611   0.415
0.284   0.0984   0.0615   0.454
0.315   0.0942   0.0617   0.482
0.349   0.0896   0.0615   0.508
0.383   0.0847   0.0612   0.530
0.411   0.0800   0.0606   0.542
0.442   0.0745   0.0598   0.551
0.473   0.0682   0.0586   0.550
0.509   0.0611   0.0567   0.548
0.536   0.0553   0.0548   0.541
0.573   0.0466   0.0515   0.518
0.599   0.0409   0.0491   0.499
0.636   0.0315   0.0447   0.449
