J       CT       CP       eta
0.380   0.0806   0.0560   0.546
0.402   0.0766   0.0556   0.554
0.422   0.0734   0.0552   0.562
0.444   0.0693   0.0543   0.567
0.466   0.0649   0.0531   0.569
0.486   0.0615   0.0524   0.570
0.506   0.0556   0.0502   0.561
0.532   0.0471   0.0472   0.531
0.552   0.0412   0.0450   0.506
0.581   0.0338   0.0418   0.470
0.600   0.0283   0.0395   0.431
0.626   0.0219   0.0365   0.376
0.645   0.0173   0.0343   0.326
0.663   0.0130   0.0323   0.267
0.692   0.0062   0.0292   0.148
0.709   0.0020   0.0271   0.051
0.735   -0.0038   0.0241   -0.117
0.752   -0.0082   0.0218   -0.283
0.779   -0.0152   0.0180   -0.658
0.795   -0.0193   0.0157   -0.974
0.819   -0.0253   0.0124   -1.671
0.844   -0.0315   0.0090   -2.964
0.869   -0.0377   0.0056   -5.837
