RPM    CT       CP
2169   0.1279   0.0807
2466   0.1299   0.0808
2749   0.1301   0.0802
2994   0.1299   0.0795
3299   0.1300   0.0794
3540   0.1309   0.0795
3817   0.1312   0.0794
4069   0.1322   0.0796
4346   0.1327   0.0798
4611   0.1337   0.0801
4860   0.1336   0.0797
5164   0.1341   0.0800
5402   0.1341   0.0800
5690   0.1349   0.0803
5959   0.1350   0.0804
6247   0.1356   0.0806
