J       CT       CP       eta
0.131   0.1130   0.0618   0.240
0.168   0.1103   0.0628   0.296
0.197   0.1073   0.0624   0.340
0.231   0.1075   0.0631   0.393
0.264   0.1042   0.0636   0.433
0.299   0.1007   0.0639   0.471
0.329   0.0975   0.0644   0.498
0.363   0.0930   0.0645   0.523
0.394   0.0880   0.0638   0.543
0.431   0.0817   0.0628   0.560
0.459   0.0758   0.0615   0.565
0.493   0.0685   0.0594   0.569
0.523   0.0616   0.0571   0.565
0.555   0.0540   0.0541   0.555
0.591   0.0463   0.0508   0.539
0.622   0.0397   0.0477   0.518
0.654   0.0329   0.0441   0.488
