J       CT       CP       eta
0.119   0.0993   0.0786   0.151
0.150   0.0970   0.0775   0.188
0.185   0.0951   0.0761   0.231
0.216   0.0939   0.0746   0.272
0.249   0.0932   0.0731   0.318
0.286   0.0915   0.0723   0.362
0.319   0.0904   0.0721   0.399
0.351   0.0885   0.0721   0.430
0.385   0.0858   0.0721   0.458
0.415   0.0835   0.0722   0.481
0.449   0.0811   0.0725   0.502
0.482   0.0766   0.0719   0.513
0.512   0.0720   0.0711   0.519
0.537   0.0679   0.0703   0.518
0.572   0.0604   0.0683   0.507
0.603   0.0541   0.0662   0.492
0.641   0.0451   0.0630   0.459
