J       CT       CP       eta
0.090   0.1092   0.0552   0.179
0.119   0.1077   0.0554   0.231
0.141   0.1063   0.0558   0.268
0.166   0.1045   0.0562   0.308
0.191   0.1024   0.0566   0.346
0.215   0.1004   0.0568   0.380
0.241   0.0981   0.0570   0.415
0.269   0.0954   0.0573   0.448
0.295   0.0924   0.0573   0.475
0.319   0.0890   0.0575   0.494
0.345   0.0857   0.0575   0.514
0.369   0.0819   0.0572   0.528
0.396   0.0775   0.0569   0.539
0.419   0.0731   0.0562   0.545
0.443   0.0679   0.0550   0.547
0.466   0.0630   0.0537   0.547
0.486   0.0587   0.0524   0.544
