J       CT       CP       eta
0.115   0.0733   0.0394   0.215
0.144   0.0700   0.0392   0.257
0.175   0.0663   0.0390   0.298
0.205   0.0624   0.0386   0.331
0.234   0.0583   0.0380   0.359
0.271   0.0529   0.0370   0.387
0.300   0.0485   0.0361   0.404
0.329   0.0437   0.0349   0.412
0.362   0.0379   0.0332   0.412
0.386   0.0334   0.0318   0.406
0.424   0.0264   0.0294   0.381
0.451   0.0213   0.0275   0.349
0.484   0.0151   0.0251   0.291
0.511   0.0101   0.0230   0.224
0.542   0.0039   0.0204   0.105
0.571   -0.0019   0.0178   -0.061
0.602   -0.0080   0.0150   -0.322
