RPM    CT       CP
2469   0.0937   0.0565
2796   0.0964   0.0563
3080   0.0986   0.0553
3337   0.1059   0.0550
3614   0.1090   0.0548
3908   0.1106   0.0544
4200   0.1120   0.0544
4476   0.1130   0.0542
4757   0.1134   0.0537
5032   0.1148   0.0539
5313   0.1151   0.0538
5590   0.1154   0.0538
5879   0.1151   0.0534
6137   0.1158   0.0536
6430   0.1155   0.0533
6720   0.1154   0.0534
