RPM    CT       CP
1868   0.0765   0.0327
2200   0.0791   0.0323
2450   0.0811   0.0320
2800   0.0820   0.0314
3095   0.0825   0.0310
3406   0.0835   0.0313
3716   0.0843   0.0312
4043   0.0848   0.0312
4350   0.0849   0.0312
4651   0.0857   0.0313
4968   0.0859   0.0313
5273   0.0863   0.0314
5577   0.0871   0.0317
5891   0.0876   0.0319
6213   0.0882   0.0322
6473   0.0888   0.0323
