J       CT       CP       eta
0.445   0.0833   0.0632   0.586
0.477   0.0774   0.0621   0.594
0.501   0.0725   0.0607   0.599
0.525   0.0675   0.0594   0.596
0.553   0.0610   0.0572   0.591
0.576   0.0558   0.0551   0.583
0.600   0.0497   0.0523   0.570
0.628   0.0433   0.0495   0.549
0.654   0.0373   0.0465   0.525
0.681   0.0313   0.0434   0.491
0.708   0.0261   0.0408   0.454
0.733   0.0205   0.0378   0.397
0.764   0.0131   0.0340   0.294
0.790   0.0073   0.0306   0.188
0.818   0.0010   0.0268   0.030
0.843   -0.0045   0.0234   -0.161
0.869   -0.0102   0.0196   -0.452
0.896   -0.0166   0.0157   -0.950
0.922   -0.0226   0.0117   -1.777
0.948   -0.0286   0.0075   -3.590
