J       CT       CP       eta
0.138   0.1057   0.0725   0.201
0.173   0.1060   0.0704   0.260
0.210   0.1047   0.0701   0.313
0.243   0.1015   0.0696   0.355
0.279   0.0981   0.0695   0.394
0.322   0.0936   0.0694   0.434
0.361   0.0890   0.0692   0.464
0.397   0.0839   0.0687   0.485
0.433   0.0796   0.0688   0.501
0.469   0.0736   0.0684   0.504
0.499   0.0673   0.0672   0.499
0.544   0.0536   0.0618   0.472
0.579   0.0445   0.0578   0.446
0.618   0.0346   0.0530   0.404
0.648   0.0280   0.0501   0.363
0.690   0.0190   0.0460   0.285
0.728   0.0108   0.0422   0.186
