J       CT       CP       eta
0.371   0.0960   0.0643   0.554
0.394   0.0929   0.0642   0.570
0.415   0.0899   0.0640   0.583
0.438   0.0867   0.0638   0.595
0.458   0.0837   0.0635   0.603
0.480   0.0802   0.0630   0.611
0.505   0.0758   0.0621   0.615
0.523   0.0725   0.0613   0.618
0.551   0.0667   0.0597   0.616
0.569   0.0625   0.0581   0.613
0.589   0.0581   0.0564   0.606
0.615   0.0519   0.0538   0.593
0.634   0.0475   0.0518   0.581
0.659   0.0413   0.0487   0.558
0.676   0.0374   0.0468   0.540
0.702   0.0315   0.0439   0.504
0.720   0.0277   0.0422   0.471
0.745   0.0213   0.0388   0.409
0.763   0.0173   0.0366   0.360
0.790   0.0109   0.0329   0.262
0.807   0.0072   0.0307   0.189
0.832   0.0012   0.0272   0.038
0.850   -0.0027   0.0246   -0.094
0.878   -0.0091   0.0205   -0.392
